# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Platyrrhini mastadenovirus A	HQ913600	NC_020487	HQ913600	Titi monkey adenovirus ECC-2011, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Porcine mastadenovirus A	BK000410	AC_000189	BK000410	TPA: Porcine adenovirus 3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Porcine mastadenovirus C	AF289262	NC_002702	AF289262	Porcine adenovirus 5, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Sea lion mastadenovirus A	KJ563221	NC_024150	KJ563221	California sea lion adenovirus 1 strain Zc11-030, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian adenovirus 19	KP329565	NC_028107	KP329565	Simian adenovirus 19 strain AA153, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian adenovirus 8	KP329561	NC_028113	KP329561	Simian adenovirus 8 strain P-5, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus A	AY598782	NC_006144	AY598782	Simian adenovirus 3 strain ATCC VR-1449, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus B	HQ241819	NC_015225	HQ241819	Simian adenovirus 49 isolate C24948, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus B	KC693021		KC693021	Simian adenovirus B isolate BaAdV-1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus C	KC693022	NC_021168	KC693022	Simian adenovirus C isolate BaAdV-2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus C	KC693023		KC693023	Simian adenovirus C isolate BaAdV-3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus D	KP329563	NC_028103	KP329563	Simian adenovirus 13 strain P-9, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus E	KP329564	NC_028105	KP329564	Simian adenovirus 16 strain C-8, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus F	FJ025931	NC_022266	FJ025931	Simian adenovirus 18, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus G	HQ605912	NC_020485	HQ605912	Simian adenovirus 20 strain ATCC VR-541, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus H	KM190146	NC_025678	KM190146	Simian adenovirus DM-2014 isolate 23336, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Simian mastadenovirus WIV19	KX505867	NC_032105	KX505867	Simian mastadenovirus WIV19, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Skunk mastadenovirus A	KP238322	NC_027708	KP238322	Skunk adenovirus PB1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Mastadenovirus	Adenoviridae	Tree shrew mastadenovirus A	BK001455	AC_000190	BK001455	TPA: Tree shrew adenovirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Frog siadenovirus A	AF224336	NC_002501	AF224336	Frog adenovirus 1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Penguin siadenovirus A	KP144329	NC_030116	KP144329	Penguin siadenovirus A isolate CSPAdV_2, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Raptor siadenovirus A	EU715130	NC_015455	EU715130	Raptor adenovirus A, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Skua siadenovirus A	HM585353	NC_016437	HM585353	South polar skua adenovirus-1, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Turkey adenovirus 3	AF074946	NC_001958	AF074946	Hemorrhagic enteritis virus, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Adenoviridae		Siadenovirus	Adenoviridae	Turkey siadenovirus A	BK001454	AC_000016	BK001454	TPA: Turkey adenovirus 3, complete genome.	vertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Ascovirus	Ascoviridae	Heliothis virescens ascovirus 3e	EF133465	NC_009233	EF133465	Heliothis virescens ascovirus 3e, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Ascovirus	Ascoviridae	Heliothis virescens ascovirus 3f	KJ755191		KJ755191	Heliothis virescens ascovirus 3f isolate LD135790, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Ascovirus	Ascoviridae	Heliothis virescens ascovirus 3g	JX491653		JX491653	Heliothis virescens ascovirus 3g, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Ascovirus	Ascoviridae	Spodoptera frugiperda ascovirus 1a	AM398843	NC_008361	AM398843	Spodoptera frugiperda ascovirus 1a complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Ascovirus	Ascoviridae	Trichoplusia ni ascovirus 2c	DQ517337	NC_008518	DQ517337	Trichoplusia ni ascovirus 2c, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Ascoviridae		Toursvirus	Ascoviridae	Diadromus pulchellus toursvirus	CU469068	NC_011335	CU469068	Complete DpAV4 genome.	invertebrates
I_dsDNAviruses	Unassigned	Asfarviridae		Asfivirus	Asfarviridae	African swine fever virus	U18466	NC_001659	U18466	African swine fever virus strain BA71V, complete genome.	vertebrates, invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Adoxophyes honmai nucleopolyhedrovirus	AP006270	NC_004690	AP006270	Adoxophyes honmai nucleopolyhedrovirus DNA, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Adoxophyes orana nucleopolyhedrovirus	EU591746	NC_011423	EU591746	Adoxophyes orana nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Agrotis ipsilon multiple nucleopolyhedrovirus	EU839994	NC_011345	EU839994	Agrotis ipsilon multiple nucleopolyhedrovirus strain Illinois, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Agrotis segetum nucleopolyhedrovirus A	DQ123841	NC_007921	DQ123841	Agrotis segetum nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Agrotis segetum nucleopolyhedrovirus B	KM102981	NC_025960	KM102981	Agrotis segetum nucleopolyhedrovirus B isolate English, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Antheraea pernyi nucleopolyhedrovirus	DQ486030	NC_008035	DQ486030	Antheraea pernyi nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Anticarsia gemmatalis multiple nucleopolyhedrovirus	DQ813662	NC_008520	DQ813662	Anticarsia gemmatalis nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Anticarsia gemmatalis nucleopolyhedrovirus	KR815466	NC_031761	KR815466	Anticarsia gemmatalis multicapsid nucleopolyhedrovirus isolate AgMNPV-37, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Apocheima cinerarium nucleopolyhedrovirus	FJ914221	NC_018504	FJ914221	Apocheima cinerarium nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Autographa californica multiple nucleopolyhedrovirus	L22858	NC_001623	L22858	Autographa californica nucleopolyhedrovirus clone C6, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Bombyx mori nucleopolyhedrovirus	L33180	NC_001962	L33180	Bombyx mori nuclear polyhedrosis virus isolate T3, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Buzura suppressaria nucleopolyhedrovirus	KF611977	NC_023442	KF611977	Buzura suppressaria nucleopolyhedrovirus isolate Hubei, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Catopsilia pomona nucleopolyhedrovirus	KU565883	NC_030240	KU565883	Catopsilia pomona nucleopolyhedrovirus isolate 416, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Choristoneura fumiferana DEF multiple nucleopolyhedrovirus	AY327402	NC_005137	AY327402	Choristoneura fumiferana defective nucleopolyhedrovirus complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Choristoneura fumiferana multiple nucleopolyhedrovirus	AF512031	NC_004778	AF512031	Choristoneura fumiferana multiple nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Choristoneura murinana nucleopolyhedrovirus	KF894742	NC_023177	KF894742	Choristoneura murinana alphabaculovirus strain Darmstadt, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Choristoneura rosaceana nucleopolyhedrovirus	KC961304	NC_021924	KC961304	Choristoneura rosaceana alphabaculovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Chrysodeixis chalcites nucleopolyhedrovirus	AY864330	NC_007151	AY864330	Chrysodeixis chalcites nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Chrysodeixis includens nucleopolyhedrovirus	KJ631622	NC_026268	KJ631622	Pseudoplusia includens SNPV IE, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Clanis bilineata nucleopolyhedrovirus	DQ504428	NC_008293	DQ504428	Clanis bilineata nucleopolyhedrosis virus isolate DZ1, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Condylorrhiza vestigialis MNPV	KJ631623	NC_026430	KJ631623	Condylorrhiza vestigialis MNPV, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Ectropis obliqua nucleopolyhedrovirus	DQ837165	NC_008586	DQ837165	Ecotropis obliqua NPV strain A1, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Epiphyas postvittana nucleopolyhedrovirus	AY043265	NC_003083	AY043265	Epiphyas postvittana nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Euproctis pseudoconspersa nucleopolyhedrovirus	FJ227128	NC_012639	FJ227128	Euproctis pseudoconspersa nucleopolyhedrovirus strain Hangzhou, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Helicoverpa armigera nucleopolyhedrovirus	AF271059		AF271059	Heliocoverpa armigera nucleopolyhedrovirus G4, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Helicoverpa armigera nucleopolyhedrovirus	AF303045	NC_003094	AF303045	Helicoverpa armigera nuclear polyhedrosis virus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Hemileuca sp. nucleopolyhedrovirus	KF158713	NC_021923	KF158713	Hemileuca sp. nucleopolyhedrovirus, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Hyphantria cunea nucleopolyhedrovirus	AP009046	NC_007767	AP009046	Hyphantria cunea nucleopolyhedrovirus genomic DNA, complete genome.	invertebrates
I_dsDNAviruses	Unassigned	Baculoviridae		Alphabaculovirus	Baculoviridae	Lambdina fiscellaria nucleopolyhedrovirus	KP752043	NC_026922	KP752043	Lambdina fiscellaria nucleopolyhedrovirus isolate GR15, complete genome.	invertebrates
